"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","ensembl","symbol"
"11008.309","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000104064","GABPB1"
"11008.310","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000111640","GAPDH"
"11008.311","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000148935","GAS2"
"11008.312","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000141013","GAS8"
"11008.313","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000107485","GATA3"
"11008.314","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000117228","GBP1"
"11008.315","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000162645","GBP2"
"11008.316","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000108773","KAT2A"
"11008.317","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000164949","GEM"
"11008.318","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000112964","GHR"
"11008.319","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000119392","GLE1"
"11008.320","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000111087","GLI1"
"11008.321","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000074047","GLI2"
"11008.322","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000106571","GLI3"
"11008.323","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000127955","GNAI1"
"11008.324","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000114353","GNAI2"
"11008.325","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000065135","GNAI3"
"11008.326","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000167110","GOLGA2"
"11008.327","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000090615","GOLGA3"
"11008.328","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000164850","GPER1"
"11008.329","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000177885","GRB2"
"11008.330","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000141738","GRB7"
"11008.331","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000113580","NR3C1"
"11008.332","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000160007","ARHGAP35"
"11008.333","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000132463","GRSF1"
"11008.334","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000082701","GSK3B"
"11008.335","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000148180","GSN"
"11008.336","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000116062","MSH6"
"11008.337","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000137947","GTF2B"
"11008.338","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000188342","GTF2F2"
"11008.339","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000077235","GTF3C1"
"11008.340","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000136732","GYPC"
"11008.341","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000111713","GYS2"
"11008.342","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000189060","H1F0"
"11008.343","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000187837","HIST1H1C"
"11008.344","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000168298","HIST1H1E"
"11008.345","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000277075","HIST1H2AE"
"11008.346","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000188486","H2AFX"
"11008.347","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000164032","H2AFZ"
"11008.348","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000158373","HIST1H2BD"
"11008.349","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000163041","H3F3A"
"11008.350","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000132475","H3F3B"
"11008.351","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000084754","HADHA"
"11008.352","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000138029","HADHB"
"11008.353","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000206172","HBA1"
"11008.354","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000188536","HBA2"
"11008.355","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000101336","HCK"
"11008.356","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000197386","HTT"
"11008.357","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000116478","HDAC1"
"11008.358","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000196591","HDAC2"
"11008.359","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000119969","HELLS"
"11008.360","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000010704","HFE"
"11008.361","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000177374","HIC1"
"11008.362","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000127946","HIP1"
"11008.363","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000169567","HINT1"
"11008.364","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000204859","ZBTB48"
"11008.365","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000159267","HLCS"
"11008.366","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000189403","HMGB1"
"11008.367","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000164104","HMGB2"
"11008.368","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000029993","HMGB3"
"11008.369","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000205581","HMGN1"
"11008.370","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000198830","HMGN2"
"11008.371","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000137309","HMGA1"
"11008.372","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000072571","HMMR"
"11008.373","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000100292","HMOX1"
"11008.374","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000129514","FOXA1"
"11008.375","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000170608","FOXA3"
"11008.376","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000174669","SLC29A2"
"11008.377","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000122566","HNRNPA2B1"
"11008.378","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000092199","HNRNPC"
"11008.379","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000165119","HNRNPK"
"11008.380","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000153187","HNRNPU"
"11008.381","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000182742","HOXB4"
"11008.382","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000120075","HOXB5"
"11008.383","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000130528","HRC"
"11008.384","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000160310","PRMT2"
"11008.385","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000230989","HSBP1"
"11008.386","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000086061","DNAJA1"
"11008.387","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000126803","HSPA2"
"11008.388","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000173110","HSPA6"
"11008.389","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000109971","HSPA8"
"11008.390","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000113013","HSPA9"
"11008.391","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000106211","HSPB1"
"11008.392","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000132002","DNAJB1"
"11008.393","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000136273","HUS1"
"11008.394","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000167862","MRPL58"
"11008.395","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000125968","ID1"
"11008.396","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000067829","IDH3G"
"11008.397","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000163565","IFI16"
"11008.398","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000168214","RBPJ"
"11008.399","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000113141","IK"
"11008.400","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000143621","ILF2"
"11008.401","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000129351","ILF3"
"11008.402","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000166333","ILK"
"11008.403","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000149503","INCENP"
"11008.404","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000131203","IDO1"
"11008.405","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000168556","ING2"
"11008.406","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000165458","INPPL1"
"11008.407","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000104408","EIF3E"
"11008.408","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000197429","IPP"
"11008.409","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000184216","IRAK1"
"11008.410","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000125347","IRF1"
"11008.411","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000137265","IRF4"
"11008.412","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000172183","ISG20"
"11008.413","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000242372","EIF6"
"11008.414","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000115221","ITGB6"
"11008.415","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000150995","ITPR1"
"11008.416","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000096433","ITPR3"
"11008.417","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000162434","JAK1"
"11008.418","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000096968","JAK2"
"11008.419","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000105639","JAK3"
"11008.420","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000177606","JUN"
"11008.421","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000171223","JUNB"
"11008.422","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000130522","JUND"
"11008.423","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000173801","JUP"
"11008.424","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000131398","KCNC3"
"11008.425","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000180509",NA
"11008.426","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000121361","KCNJ8"
"11008.427","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000080709","KCNN2"
"11008.428","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000068796","KIF2A"
"11008.429","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000084731","KIF3C"
"11008.430","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000170759","KIF5B"
"11008.431","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000140859","KIFC3"
"11008.432","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000126214","KLC1"
"11008.433","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000138160","KIF11"
"11008.434","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000079616","KIF22"
"11008.435","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000108424","KPNB1"
"11008.436","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000065150","IPO5"
"11008.437","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000135480","KRT7"
"11008.438","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000170421","KRT8"
"11008.439","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000186395","KRT10"
"11008.440","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000111057","KRT18"
"11008.441","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000171345","KRT19"
"11008.442","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000159166","LAD1"
"11008.443","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000168028","RPSA"
"11008.444","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000117632","STMN1"
"11008.445","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000002834","LASP1"
"11008.446","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000182866","LCK"
"11008.447","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000136167","LCP1"
"11008.448","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000174405","LIG4"
"11008.449","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000099204","ABLIM1"
"11008.450","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000107798","LIPA"
"11008.451","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000079435","LIPE"
"11008.452","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000073350","LLGL2"
"11008.453","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000074695","LMAN1"
"11008.454","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000160789","LMNA"
"11008.455","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000113368","LMNB1"
"11008.456","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000012211","PRICKLE3"
"11008.457","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000134013","LOXL2"
"11008.458","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000118308","LRMP"
"11008.459","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000130592","LSP1"
"11008.460","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000254087","LYN"
"11008.461","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000135387","CAPRIN1"
"11008.462","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000188554","NBR1"
"11008.463","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000277443","MARCKS"
"11008.464","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000059728","MXD1"
"11008.465","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000164109","MAD2L1"
"11008.466","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000175387","SMAD2"
"11008.467","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000166949","SMAD3"
"11008.468","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000141646","SMAD4"
"11008.469","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000101665","SMAD7"
"11008.470","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000178573","MAF"
"11008.471","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000111837","MAK"
"11008.472","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000166963","MAP1A"
"11008.473","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000131711","MAP1B"
"11008.474","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000078018","MAP2"
"11008.475","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000047849","MAP4"
"11008.476","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000171533","MAP6"
"11008.477","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000116141","MARK1"
"11008.478","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000166986","MARS"
"11008.479","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000125952","MAX"
"11008.480","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000141644","MBD1"
"11008.481","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000152601","MBNL1"
"11008.482","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000073111","MCM2"
"11008.483","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000112118","MCM3"
"11008.484","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000104738","MCM4"
"11008.485","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000100297","MCM5"
"11008.486","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000076003","MCM6"
"11008.487","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000166508","MCM7"
"11008.488","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000128590","DNAJB9"
"11008.489","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000135679","MDM2"
"11008.490","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000169057","MECP2"
"11008.491","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000068305","MEF2A"
"11008.492","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000081189","MEF2C"
"11008.493","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000116604","MEF2D"
"11008.494","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000103313","MEFV"
"11008.495","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000167461","RAB8A"
"11008.496","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000133895","MEN1"
"11008.497","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000037897","METTL1"
"11008.498","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000049130","KITLG"
"11008.499","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000101871","MID1"
"11008.500","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000066427","ATXN3"
"11008.501","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000148773","MKI67"
"11008.502","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000178053","MLF1"
"11008.503","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000076242","MLH1"
"11008.504","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000173327","MAP3K11"
"11008.505","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000130382","MLLT1"
"11008.506","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000171843","MLLT3"
"11008.507","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000087245","MMP2"
"11008.508","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000157227","MMP14"
"11008.509","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000163563","MNDA"
"11008.510","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000155363","MOV10"
"11008.511","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000103152","MPG"
"11008.512","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000130830","MPP1"
"11008.513","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000020922","MRE11"
"11008.514","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000128641","MYO1B"
"11008.515","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000095002","MSH2"
"11008.516","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000147065","MSN"
"11008.517","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000164078","MST1R"
"11008.518","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000171100","MTM1"
"11008.519","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000142347","MYO1F"
"11008.520","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000185499","MUC1"
"11008.521","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000119950","MXI1"
"11008.522","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000101057","MYBL2"
"11008.523","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000133055","MYBPH"
"11008.524","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000136997","MYC"
"11008.525","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000134323","MYCN"
"11008.526","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000109063","MYH3"
"11008.527","GO:0043228",3.79339247810453e-15,1,351,3580,"non-membrane-bounded organelle","CC","ENSG00000100345","MYH9"
